FactType,Param1,Param2,AID,L,R,TID,const,label,name,owneeLowerMult,owneeUpperMult,ownerLowerMult,ownerUpperMult,returnType,static,type,typeID,visibility,visiblity
Parameter,_10_0EAPbeta2_8740266_1126078506546_405824_4883,,,,,_10_0EAPbeta2_8740266_1126078506406_969603_4462,,,profile,,,,,,,LibrarianProfile,,,
Parameter,_10_0EAPbeta2_8740266_1126078506515_672520_4750,,,,,_10_0EAPbeta2_8740266_1126078506406_759352_4463,,,profile,,,,,,,Profile,,,
Parameter,_10_0EAPbeta2_8740266_1126078506515_737813_4751,,,,,egiva_1022741650526_984551_278,,,duties,,,,,,,String,,,
Parameter,_10_0EAPbeta2_8740266_1126078506515_20360_4752,,,,,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,,startedWorking,,,,,,,Date,,,
Parameter,_10_0EAPbeta2_8740266_1126078506515_908990_4754,,,,,egiva_1022741650526_984551_278,,,duties,,,,,,,String,,,
Parameter,_10_0EAPbeta2_8740266_1126078506515_421289_4759,,,,,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,,startedWorking,,,,,,,Date,,,
Parameter,_10_0EAPbeta2_8740266_1126078506531_641208_4847,,,,,egiva_1022741650526_984551_278,,,faculty,,,,,,,String,,,
Parameter,_10_0EAPbeta2_8740266_1126078506531_831161_4852,,,,,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,,enteredFaculty,,,,,,,Date,,,
Parameter,_10_0EAPbeta2_8740266_1126078506531_561089_4857,,,,,egiva_1022741650526_984551_278,,,subscriptionDate,,,,,,,String,,,
Parameter,_10_0EAPbeta2_8740266_1126078506546_709903_4862,,,,,egiva_1022741650526_984551_278,,,userName,,,,,,,String,,,
Parameter,_10_0EAPbeta2_8740266_1126078506546_918220_4863,,,,,egiva_1022741650526_984551_278,,,password,,,,,,,String,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_805551_4719,_10_0EAPbeta2_8740266_1126078506593_265435_5101,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_127363_4720,_10_0EAPbeta2_8740266_1126078506593_191588_5103,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_511943_4721,_10_0EAPbeta2_8740266_1126078506593_95890_5105,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_381006_4723,_10_0EAPbeta2_8740266_1126078506593_866787_5108,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_741431_4710,_10_0EAPbeta2_8740266_1126078506593_189421_5086,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_741431_4710,_10_0EAPbeta2_8740266_1126078506593_125074_5087,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_652277_4711,_10_0EAPbeta2_8740266_1126078506593_318769_5089,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_640020_4712,_10_0EAPbeta2_8740266_1126078506593_322900_5091,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_873260_4713,_10_0EAPbeta2_8740266_1126078506593_842290_5093,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_561380_4716,_10_0EAPbeta2_8740266_1126078506593_808463_5097,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_561380_4716,_10_0EAPbeta2_8740266_1126078506593_328977_5098,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_963_4908,_10_0EAPbeta2_8740266_1126078506609_464524_5181,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_737065_4909,_10_0EAPbeta2_8740266_1126078506609_604954_5184,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_78378_4910,_10_0EAPbeta2_8740266_1126078506609_191350_5187,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_532406_4911,_10_0EAPbeta2_8740266_1126078506609_801969_5190,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_625750_4912,_10_0EAPbeta2_8740266_1126078506609_469628_5193,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_563023_4913,_10_0EAPbeta2_8740266_1126078506609_419025_5196,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_126166_4914,_10_0EAPbeta2_8740266_1126078506609_713920_5199,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_915753_4931,_10_0EAPbeta2_8740266_1126078506609_824284_5218,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_334087_4933,_10_0EAPbeta2_8740266_1126078506609_735234_5223,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_709633_4934,_10_0EAPbeta2_8740266_1126078506609_545324_5226,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_363770_4918,_10_0EAPbeta2_8740266_1126078506609_71232_5204,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_260489_4919,_10_0EAPbeta2_8740266_1126078506609_650312_5207,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_341202_4920,_10_0EAPbeta2_8740266_1126078506609_13708_5210,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_992055_4959,_10_0EAPbeta2_8740266_1126078506625_399770_5280,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_918625_4961,_10_0EAPbeta2_8740266_1126078506625_772810_5285,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_670840_4962,_10_0EAPbeta2_8740266_1126078506625_968122_5288,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_609153_4955,_10_0EAPbeta2_8740266_1126078506625_185766_5271,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_29389_4956,_10_0EAPbeta2_8740266_1126078506625_8499_5274,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_377270_4957,_10_0EAPbeta2_8740266_1126078506625_563872_5277,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_909273_4941,_10_0EAPbeta2_8740266_1126078506609_548448_5240,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_505626_4943,_10_0EAPbeta2_8740266_1126078506609_71646_5245,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_954426_4944,_10_0EAPbeta2_8740266_1126078506609_361854_5248,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_861922_4947,_10_0EAPbeta2_8740266_1126078506609_467790_5252,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_752778_4949,_10_0EAPbeta2_8740266_1126078506609_882702_5257,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_248160_4951,_10_0EAPbeta2_8740266_1126078506609_533678_5262,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_70719_4952,_10_0EAPbeta2_8740266_1126078506609_116786_5265,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_70719_4952,_10_0EAPbeta2_8740266_1126078506609_210833_5266,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_460848_4928,_10_0EAPbeta2_8740266_1126078506609_18808_5215,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_487058_4901,_10_0EAPbeta2_8740266_1126078506593_451873_5160,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_281260_4902,_10_0EAPbeta2_8740266_1126078506593_914351_5163,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_216163_4903,_10_0EAPbeta2_8740266_1126078506593_92235_5166,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_107125_4904,_10_0EAPbeta2_8740266_1126078506593_986896_5169,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_830542_4905,_10_0EAPbeta2_8740266_1126078506593_187314_5172,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_82513_4906,_10_0EAPbeta2_8740266_1126078506593_953366_5175,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506546_256259_4907,_10_0EAPbeta2_8740266_1126078506609_882667_5178,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_755101_4936,_10_0EAPbeta2_8740266_1126078506609_768637_5229,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_340848_4938,_10_0EAPbeta2_8740266_1126078506609_57461_5234,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506562_514407_4939,_10_0EAPbeta2_8740266_1126078506609_870789_5237,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_749025_4685,_10_0EAPbeta2_8740266_1126078506578_178007_5048,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_749025_4685,_10_0EAPbeta2_8740266_1126078506578_272307_5049,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_749025_4685,_10_0EAPbeta2_8740266_1126078506578_886635_5050,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_623738_4693,_10_0EAPbeta2_8740266_1126078506578_579177_5055,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_316112_4695,_10_0EAPbeta2_8740266_1126078506578_93630_5059,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_503504_4696,_10_0EAPbeta2_8740266_1126078506578_657635_5062,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_303554_4697,_10_0EAPbeta2_8740266_1126078506578_107390_5065,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_314748_4699,_10_0EAPbeta2_8740266_1126078506593_603444_5070,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_314748_4699,_10_0EAPbeta2_8740266_1126078506593_377690_5071,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_314748_4699,_10_0EAPbeta2_8740266_1126078506593_237933_5072,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_139972_4700,_10_0EAPbeta2_8740266_1126078506593_920660_5074,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506515_139972_4700,_10_0EAPbeta2_8740266_1126078506593_599358_5075,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_936932_4636,_10_0EAPbeta2_8740266_1126078506562_689141_4968,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_936932_4636,_10_0EAPbeta2_8740266_1126078506562_149292_4969,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_936932_4636,_10_0EAPbeta2_8740266_1126078506562_981555_4970,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_374667_4682,_10_0EAPbeta2_8740266_1126078506578_607427_5046,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_445735_4619,_10_0EAPbeta2_8740266_1126078506546_765131_4895,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_445735_4619,_10_0EAPbeta2_8740266_1126078506546_476974_4896,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_445735_4619,_10_0EAPbeta2_8740266_1126078506546_499238_4897,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_81299_4657,_10_0EAPbeta2_8740266_1126078506578_778611_4986,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_364681_4658,_10_0EAPbeta2_8740266_1126078506578_756897_4989,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_617701_4660,_10_0EAPbeta2_8740266_1126078506578_839367_4994,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_611498_4661,_10_0EAPbeta2_8740266_1126078506578_503077_4997,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_611498_4661,_10_0EAPbeta2_8740266_1126078506578_648211_4998,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_420338_4663,_10_0EAPbeta2_8740266_1126078506578_308187_5002,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_966165_4665,_10_0EAPbeta2_8740266_1126078506578_383401_5007,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_684727_4668,_10_0EAPbeta2_8740266_1126078506578_869760_5014,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_94518_4670,_10_0EAPbeta2_8740266_1126078506578_511449_5019,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_555583_4671,_10_0EAPbeta2_8740266_1126078506578_863090_5021,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_128922_4672,_10_0EAPbeta2_8740266_1126078506578_375758_5024,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_698988_4673,_10_0EAPbeta2_8740266_1126078506578_318209_5026,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_698988_4673,_10_0EAPbeta2_8740266_1126078506578_419388_5027,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_876499_4675,_10_0EAPbeta2_8740266_1126078506578_950008_5031,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_876499_4675,_10_0EAPbeta2_8740266_1126078506578_610955_5032,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_814829_4676,_10_0EAPbeta2_8740266_1126078506578_793645_5034,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_934383_4677,_10_0EAPbeta2_8740266_1126078506578_795700_5036,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_527257_4678,_10_0EAPbeta2_8740266_1126078506578_612587_5039,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_937225_4679,_10_0EAPbeta2_8740266_1126078506578_293416_5042,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_937225_4679,_10_0EAPbeta2_8740266_1126078506578_134148_5043,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506500_937225_4679,_10_0EAPbeta2_8740266_1126078506578_777977_5044,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_743656_4616,_10_0EAPbeta2_8740266_1126078506546_358302_4890,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_743656_4616,_10_0EAPbeta2_8740266_1126078506546_830260_4891,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_743656_4616,_10_0EAPbeta2_8740266_1126078506546_55439_4892,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_629974_4633,_10_0EAPbeta2_8740266_1126078506562_612518_4963,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_629974_4633,_10_0EAPbeta2_8740266_1126078506562_623844_4964,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506468_629974_4633,_10_0EAPbeta2_8740266_1126078506562_332053_4965,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_914446_4520,_10_0EAPbeta2_8740266_1126078506515_742478_4733,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_914446_4520,_10_0EAPbeta2_8740266_1126078506515_308293_4734,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_914446_4520,_10_0EAPbeta2_8740266_1126078506515_716554_4735,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_955009_4522,_10_0EAPbeta2_8740266_1126078506515_967748_4738,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_324434_4524,_10_0EAPbeta2_8740266_1126078506515_232262_4743,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_868559_4573,_10_0EAPbeta2_8740266_1126078506531_139874_4814,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_225799_4575,_10_0EAPbeta2_8740266_1126078506531_257819_4819,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_743085_4577,_10_0EAPbeta2_8740266_1126078506531_223556_4824,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_623755_4579,_10_0EAPbeta2_8740266_1126078506531_42488_4829,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_349753_4581,_10_0EAPbeta2_8740266_1126078506531_351185_4834,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_935551_4583,_10_0EAPbeta2_8740266_1126078506531_929431_4839,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_222043_4546,_10_0EAPbeta2_8740266_1126078506515_471887_4766,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_222043_4546,_10_0EAPbeta2_8740266_1126078506515_779561_4767,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_222043_4546,_10_0EAPbeta2_8740266_1126078506515_283818_4768,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_222043_4546,_10_0EAPbeta2_8740266_1126078506515_150651_4769,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_553863_4547,_10_0EAPbeta2_8740266_1126078506515_109879_4771,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_819330_4548,_10_0EAPbeta2_8740266_1126078506531_747717_4773,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_533421_4550,_10_0EAPbeta2_8740266_1126078506531_799202_4778,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_532546_4552,_10_0EAPbeta2_8740266_1126078506531_99455_4783,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_821393_4554,_10_0EAPbeta2_8740266_1126078506531_6553_4788,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_150323_4556,_10_0EAPbeta2_8740266_1126078506531_254428_4793,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_775622_4558,_10_0EAPbeta2_8740266_1126078506531_558993_4798,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_864795_4560,_10_0EAPbeta2_8740266_1126078506531_370936_4803,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_645639_4605,_10_0EAPbeta2_8740266_1126078506546_587983_4870,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_86180_4606,_10_0EAPbeta2_8740266_1126078506546_837688_4873,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_86180_4606,_10_0EAPbeta2_8740266_1126078506546_805737_4874,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_586001_4608,_10_0EAPbeta2_8740266_1126078506546_493607_4878,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_586001_4608,_10_0EAPbeta2_8740266_1126078506546_147012_4879,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_586001_4608,_10_0EAPbeta2_8740266_1126078506546_9108_4880,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_986978_4610,_10_0EAPbeta2_8740266_1126078506546_405824_4883,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_368222_4530,_10_0EAPbeta2_8740266_1126078506515_672520_4750,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_368222_4530,_10_0EAPbeta2_8740266_1126078506515_737813_4751,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_368222_4530,_10_0EAPbeta2_8740266_1126078506515_20360_4752,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_867106_4531,_10_0EAPbeta2_8740266_1126078506515_908990_4754,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506437_801171_4533,_10_0EAPbeta2_8740266_1126078506515_421289_4759,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_929245_4591,_10_0EAPbeta2_8740266_1126078506531_641208_4847,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_672402_4593,_10_0EAPbeta2_8740266_1126078506531_831161_4852,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_343622_4595,_10_0EAPbeta2_8740266_1126078506531_561089_4857,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_568195_4598,_10_0EAPbeta2_8740266_1126078506546_709903_4862,,,,,,,,,,,,,,,,,
ParameterOf,_10_0EAPbeta2_8740266_1126078506453_568195_4598,_10_0EAPbeta2_8740266_1126078506546_918220_4863,,,,,,,,,,,,,,,,,
Composition,_10_0EAPbeta2_8740266_1126078506421_418534_4482,_10_0EAPbeta2_8740266_1126078506453_420208_4624,_10_0EAPbeta2_8740266_1126078506421_331373_4478,_10_0EAPbeta2_8740266_1126078506468_614223_4653,_10_0EAPbeta2_8740266_1126078506546_295373_4927,,,,,1,1,,*,,,,,,
Composition,_10_0EAPbeta2_8740266_1126078506406_625214_4461,_10_0EAPbeta2_8740266_1126078506406_435892_4467,_10_0EAPbeta2_8740266_1126078506406_568034_4465,_10_0EAPbeta2_8740266_1126078506421_513888_4519,_10_0EAPbeta2_8740266_1126078506453_960600_4590,,,,,1,1,1,1,,,,,,
Composition,_10_0EAPbeta2_8740266_1126078506406_278896_4471,_10_0EAPbeta2_8740266_1126078506406_969603_4462,_10_0EAPbeta2_8740266_1126078506406_702263_4468,_10_0EAPbeta2_8740266_1126078506453_893011_4607,_10_0EAPbeta2_8740266_1126078506437_442401_4529,,,,,1,1,1,1,,,,,,
